true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-213.17845153808594,52.545509338378906,-180.56116277521306,0.0,-392.8212890625,False,,,1,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-00,1623075840,7.466325283050537,7.466325283050537,36872,LOGGI004112,192.168.15.44,7.466325283050537,0,1,67d8a_00229
-207.71371459960938,52.545509338378906,-192.62205360049293,0.0,-392.8212890625,False,,,2,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-01,1623075841,0.22968173027038574,7.696007013320923,36872,LOGGI004112,192.168.15.44,7.696007013320923,0,2,67d8a_00229
-202.0723419189453,52.545509338378906,-194.90098965552545,0.0,-392.8212890625,False,,,3,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-01,1623075841,0.2158033847808838,7.911810398101807,36872,LOGGI004112,192.168.15.44,7.911810398101807,0,3,67d8a_00229
-198.26220703125,52.545509338378906,-191.58719393102135,0.0,-392.8212890625,False,,,4,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-01,1623075841,0.2226700782775879,8.134480476379395,36872,LOGGI004112,192.168.15.44,8.134480476379395,0,4,67d8a_00229
-193.58753967285156,52.545509338378906,-196.02832764270258,0.0,-392.8212890625,False,,,5,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-01,1623075841,0.21041655540466309,8.344897031784058,36872,LOGGI004112,192.168.15.44,8.344897031784058,0,5,67d8a_00229
-189.73141479492188,52.545509338378906,-196.65287292980756,0.0,-392.8212890625,False,,,6,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-02,1623075842,0.457533597946167,8.802430629730225,36872,LOGGI004112,192.168.15.44,8.802430629730225,0,6,67d8a_00229
-186.8935546875,52.545509338378906,-191.5077954144545,0.0,-392.8212890625,False,,,7,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-02,1623075842,0.3688197135925293,9.171250343322754,36872,LOGGI004112,192.168.15.44,9.171250343322754,0,7,67d8a_00229
-184.32913208007812,52.545509338378906,-185.75035924087337,0.0,-392.8212890625,False,,,8,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-02,1623075842,0.23695111274719238,9.408201456069946,36872,LOGGI004112,192.168.15.44,9.408201456069946,0,8,67d8a_00229
-180.96299743652344,52.545509338378906,-185.78797074202652,0.0,-392.8212890625,False,,,9,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-03,1623075843,0.24050188064575195,9.648703336715698,36872,LOGGI004112,192.168.15.44,9.648703336715698,0,9,67d8a_00229
-177.95521545410156,52.545509338378906,-187.96449783325195,-50.60731506347656,-392.8212890625,False,,,10,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-03,1623075843,0.2177565097808838,9.866459846496582,36872,LOGGI004112,192.168.15.44,9.866459846496582,0,10,67d8a_00229
-175.08270263671875,52.545509338378906,-186.62716941833497,-50.60731506347656,-390.2329406738281,False,,,11,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-03,1623075843,0.20952868461608887,10.075988531112671,36872,LOGGI004112,192.168.15.44,10.075988531112671,0,11,67d8a_00229
-172.32015991210938,52.545509338378906,-182.39357788085937,-50.60731506347656,-390.2329406738281,False,,,12,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-03,1623075843,0.24090814590454102,10.316896677017212,36872,LOGGI004112,192.168.15.44,10.316896677017212,0,12,67d8a_00229
-170.08929443359375,52.545509338378906,-178.08957176208497,-50.60731506347656,-354.75396728515625,False,,,13,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-04,1623075844,0.2361154556274414,10.553012132644653,36872,LOGGI004112,192.168.15.44,10.553012132644653,0,13,67d8a_00229
-168.24417114257812,52.545509338378906,-173.62312202453614,-50.60731506347656,-354.75396728515625,False,,,14,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-04,1623075844,0.22130942344665527,10.774321556091309,36872,LOGGI004112,192.168.15.44,10.774321556091309,0,14,67d8a_00229
-165.96983337402344,52.545509338378906,-169.7735285949707,-50.60731506347656,-399.591796875,False,,,15,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-04,1623075844,0.2352290153503418,11.00955057144165,36872,LOGGI004112,192.168.15.44,11.00955057144165,0,15,67d8a_00229
-163.3885498046875,52.545509338378906,-169.24656433105469,-50.60731506347656,-399.591796875,False,,,16,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-04,1623075844,0.2244243621826172,11.233974933624268,36872,LOGGI004112,192.168.15.44,11.233974933624268,0,16,67d8a_00229
-161.5875244140625,52.545509338378906,-170.09227508544922,-71.04080200195312,-399.591796875,False,,,17,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-05,1623075845,0.24169230461120605,11.475667238235474,36872,LOGGI004112,192.168.15.44,11.475667238235474,0,17,67d8a_00229
-159.93614196777344,52.545509338378906,-170.63602584838867,-71.04080200195312,-399.591796875,False,,,18,979a3aa9af474df9aef25307c5d4491f,2021-06-07_11-24-05,1623075845,0.22661900520324707,11.70228624343872,36872,LOGGI004112,192.168.15.44,11.70228624343872,0,18,67d8a_00229
