true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,grad_norm,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-4175.7353515625,-118.10894775390625,-2007.0174560546875,0.0,-4014.034912109375,173.1370391845703,False,,,1,257a21fc274945a59f79222387064c30,2021-06-12_16-37-40,1623526660,6.993313312530518,6.993313312530518,179021,LOGGI004112,192.168.15.44,6.993313312530518,0,1,58b1f_00057
-4267.77392578125,-118.10894775390625,-2199.639404296875,0.0,-4014.034912109375,153.06851196289062,False,,,2,257a21fc274945a59f79222387064c30,2021-06-12_16-37-40,1623526660,0.22184062004089355,7.215153932571411,179021,LOGGI004112,192.168.15.44,7.215153932571411,0,2,58b1f_00057
-4426.62353515625,-118.10894775390625,-2352.961181640625,0.0,-4014.034912109375,168.8907012939453,False,,,3,257a21fc274945a59f79222387064c30,2021-06-12_16-37-40,1623526660,0.15863323211669922,7.37378716468811,179021,LOGGI004112,192.168.15.44,7.37378716468811,0,3,58b1f_00057
-4305.94189453125,-118.10894775390625,-3109.4318359375,0.0,-6135.314453125,174.58917236328125,False,,,4,257a21fc274945a59f79222387064c30,2021-06-12_16-37-40,1623526660,0.157057523727417,7.530844688415527,179021,LOGGI004112,192.168.15.44,7.530844688415527,0,4,58b1f_00057
-4363.75830078125,-118.10894775390625,-3103.2504069010415,0.0,-6135.314453125,176.53335571289062,False,,,5,257a21fc274945a59f79222387064c30,2021-06-12_16-37-40,1623526660,0.16268539428710938,7.693530082702637,179021,LOGGI004112,192.168.15.44,7.693530082702637,0,5,58b1f_00057
-4414.02685546875,-118.10894775390625,-3209.530587332589,0.0,-6135.314453125,210.86329650878906,False,,,6,257a21fc274945a59f79222387064c30,2021-06-12_16-37-41,1623526661,0.16018295288085938,7.853713035583496,179021,LOGGI004112,192.168.15.44,7.853713035583496,0,6,58b1f_00057
-4498.61083984375,-118.10894775390625,-3488.630096435547,0.0,-6135.314453125,175.8641815185547,False,,,7,257a21fc274945a59f79222387064c30,2021-06-12_16-37-41,1623526661,0.16599082946777344,8.01970386505127,179021,LOGGI004112,192.168.15.44,8.01970386505127,0,7,58b1f_00057
-4507.4189453125,-118.10894775390625,-3553.4972873263887,0.0,-6135.314453125,193.0477752685547,False,,,8,257a21fc274945a59f79222387064c30,2021-06-12_16-37-41,1623526661,0.16805791854858398,8.187761783599854,179021,LOGGI004112,192.168.15.44,8.187761783599854,0,8,58b1f_00057
-4525.12646484375,-118.10894775390625,-3401.1887451171874,0.0,-6135.314453125,170.8971405029297,False,,,9,257a21fc274945a59f79222387064c30,2021-06-12_16-37-41,1623526661,0.1980903148651123,8.385852098464966,179021,LOGGI004112,192.168.15.44,8.385852098464966,0,9,58b1f_00057
-4497.14208984375,-118.10894775390625,-3530.2027476917615,0.0,-6135.314453125,259.08831787109375,False,,,10,257a21fc274945a59f79222387064c30,2021-06-12_16-37-41,1623526661,0.20798587799072266,8.593837976455688,179021,LOGGI004112,192.168.15.44,8.593837976455688,0,10,58b1f_00057
