true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-7119.8798828125,76.69298553466797,-4978.663108132102,0.0,-9998.376953125,False,,,1,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-26,1623075386,6.750802993774414,6.750802993774414,35293,LOGGI004112,192.168.15.44,6.750802993774414,0,1,67d8a_00216
-7097.3876953125,76.69298553466797,-5402.831252325149,0.0,-14324.6171875,False,,,2,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-26,1623075386,0.22382092475891113,6.974623918533325,35293,LOGGI004112,192.168.15.44,6.974623918533325,0,2,67d8a_00216
-7075.5263671875,76.69298553466797,-5417.995140814012,0.0,-16447.275390625,False,,,3,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-26,1623075386,0.23856639862060547,7.213190317153931,35293,LOGGI004112,192.168.15.44,7.213190317153931,0,3,67d8a_00216
-7053.7626953125,76.69298553466797,-6106.155029296875,0.0,-18340.27734375,False,,,4,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-26,1623075386,0.2208089828491211,7.433999300003052,35293,LOGGI004112,192.168.15.44,7.433999300003052,0,4,67d8a_00216
-7031.2548828125,76.69298553466797,-6182.686394186581,0.0,-19526.955078125,False,,,5,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-27,1623075387,0.22065401077270508,7.654653310775757,35293,LOGGI004112,192.168.15.44,7.654653310775757,0,5,67d8a_00216
-7009.359375,76.69298553466797,-6038.85157050461,0.0,-19526.955078125,False,,,6,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-27,1623075387,0.19728517532348633,7.851938486099243,35293,LOGGI004112,192.168.15.44,7.851938486099243,0,6,67d8a_00216
-6987.61181640625,76.69298553466797,-6079.765054192341,0.0,-19526.955078125,False,,,7,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-27,1623075387,0.19921636581420898,8.051154851913452,35293,LOGGI004112,192.168.15.44,8.051154851913452,0,7,67d8a_00216
-6965.8232421875,76.69298553466797,-5913.567330066068,0.0,-19526.955078125,False,,,8,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-27,1623075387,0.1646442413330078,8.21579909324646,35293,LOGGI004112,192.168.15.44,8.21579909324646,0,8,67d8a_00216
-6944.84375,76.69298553466797,-5988.513751019488,0.0,-19526.955078125,False,,,9,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-27,1623075387,0.24653410911560059,8.46233320236206,35293,LOGGI004112,192.168.15.44,8.46233320236206,0,9,67d8a_00216
-6923.5859375,76.69298553466797,-6019.635203857422,-1699.695556640625,-19526.955078125,False,,,10,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-28,1623075388,0.23401474952697754,8.696347951889038,35293,LOGGI004112,192.168.15.44,8.696347951889038,0,10,67d8a_00216
-6902.5986328125,76.69298553466797,-6558.687510986329,-1699.695556640625,-38103.1015625,False,,,11,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-28,1623075388,0.204209566116333,8.900557518005371,35293,LOGGI004112,192.168.15.44,8.900557518005371,0,11,67d8a_00216
-6881.673828125,76.69298553466797,-6540.476939697266,-1648.670654296875,-38103.1015625,False,,,12,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-28,1623075388,0.2318861484527588,9.13244366645813,35293,LOGGI004112,192.168.15.44,9.13244366645813,0,12,67d8a_00216
-6862.06591796875,76.69298553466797,-6634.163823242187,-1454.7010498046875,-38103.1015625,False,,,13,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-28,1623075388,0.20908308029174805,9.341526746749878,35293,LOGGI004112,192.168.15.44,9.341526746749878,0,13,67d8a_00216
-6840.9677734375,76.69298553466797,-6333.448894042969,-1454.7010498046875,-38103.1015625,False,,,14,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-29,1623075389,0.2075638771057129,9.54909062385559,35293,LOGGI004112,192.168.15.44,9.54909062385559,0,14,67d8a_00216
-6820.94677734375,76.69298553466797,-6335.472755126953,-1454.7010498046875,-38103.1015625,False,,,15,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-29,1623075389,0.17641568183898926,9.72550630569458,35293,LOGGI004112,192.168.15.44,9.72550630569458,0,15,67d8a_00216
-6800.8818359375,76.69298553466797,-6504.215760498047,-1454.7010498046875,-38103.1015625,False,,,16,c8158171f8e646a8a6c219bb72184b5b,2021-06-07_11-16-29,1623075389,0.21580052375793457,9.941306829452515,35293,LOGGI004112,192.168.15.44,9.941306829452515,0,16,67d8a_00216
