true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,grad_norm,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-115.13003540039062,-71.25199890136719,-55.822906494140625,0.0,-111.64581298828125,240.2544403076172,False,,,1,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-05,1623525365,6.04400634765625,6.04400634765625,175005,LOGGI004112,192.168.15.44,6.04400634765625,0,1,58b1f_00027
-104.03616333007812,-71.25199890136719,-99.72664388020833,0.0,-187.53411865234375,30.426481246948242,False,,,2,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-05,1623525365,0.12318825721740723,6.167194604873657,175005,LOGGI004112,192.168.15.44,6.167194604873657,0,2,58b1f_00027
-98.20337677001953,-71.25199890136719,-95.81705093383789,0.0,-187.53411865234375,25.953622817993164,False,,,3,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-06,1623525366,0.11606192588806152,6.283256530761719,175005,LOGGI004112,192.168.15.44,6.283256530761719,0,3,58b1f_00027
-95.4662857055664,-71.25199890136719,-102.14538879394532,0.0,-187.53411865234375,15.6507568359375,False,,,4,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-06,1623525366,0.2686424255371094,6.551898956298828,175005,LOGGI004112,192.168.15.44,6.551898956298828,0,4,58b1f_00027
-93.75096893310547,-71.25199890136719,-107.26177724202473,0.0,-187.53411865234375,10.998095512390137,False,,,5,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-06,1623525366,0.13257408142089844,6.684473037719727,175005,LOGGI004112,192.168.15.44,6.684473037719727,0,5,58b1f_00027
-91.30565643310547,-71.25199890136719,-99.3513913835798,0.0,-187.53411865234375,16.16042709350586,False,,,6,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-06,1623525366,0.13279986381530762,6.817272901535034,175005,LOGGI004112,192.168.15.44,6.817272901535034,0,6,58b1f_00027
-90.658203125,-71.25199890136719,-94.51300525665283,0.0,-187.53411865234375,7.79492712020874,False,,,7,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-06,1623525366,0.1331009864807129,6.950373888015747,175005,LOGGI004112,192.168.15.44,6.950373888015747,0,7,58b1f_00027
-88.28531646728516,-71.25199890136719,-102.3541505601671,0.0,-187.53411865234375,17.955982208251953,False,,,8,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-07,1623525367,0.1823430061340332,7.13271689414978,175005,LOGGI004112,192.168.15.44,7.13271689414978,0,8,58b1f_00027
-87.34988403320312,-71.25199890136719,-101.30759048461914,0.0,-187.53411865234375,10.39232063293457,False,,,9,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-07,1623525367,0.16914963722229004,7.30186653137207,175005,LOGGI004112,192.168.15.44,7.30186653137207,0,9,58b1f_00027
-86.71265411376953,-71.25199890136719,-96.90686590021306,0.0,-187.53411865234375,8.315210342407227,False,,,10,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-07,1623525367,0.16947197914123535,7.471338510513306,175005,LOGGI004112,192.168.15.44,7.471338510513306,0,10,58b1f_00027
-86.25883483886719,-71.25199890136719,-93.59243774414062,0.0,-187.53411865234375,6.951361656188965,False,,,11,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-07,1623525367,0.16887903213500977,7.640217542648315,175005,LOGGI004112,192.168.15.44,7.640217542648315,0,11,58b1f_00027
-85.76229095458984,-71.25199890136719,-93.01138012225812,0.0,-187.53411865234375,10.702775001525879,False,,,12,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-07,1623525367,0.16200637817382812,7.8022239208221436,175005,LOGGI004112,192.168.15.44,7.8022239208221436,0,12,58b1f_00027
-84.71128845214844,-71.25199890136719,-92.31831741333008,0.0,-187.53411865234375,9.943856239318848,False,,,13,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-07,1623525367,0.17907977104187012,7.981303691864014,175005,LOGGI004112,192.168.15.44,7.981303691864014,0,13,58b1f_00027
-84.30091857910156,-71.25199890136719,-90.27912826538086,0.0,-187.53411865234375,6.254347324371338,False,,,14,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-08,1623525368,0.17425036430358887,8.155554056167603,175005,LOGGI004112,192.168.15.44,8.155554056167603,0,14,58b1f_00027
-83.96446228027344,-71.25199890136719,-87.2121946811676,0.0,-187.53411865234375,7.491751670837402,False,,,15,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-08,1623525368,0.16942429542541504,8.324978351593018,175005,LOGGI004112,192.168.15.44,8.324978351593018,0,15,58b1f_00027
-83.7473373413086,-71.25199890136719,-86.02797003353344,0.0,-187.53411865234375,6.783636569976807,False,,,16,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-08,1623525368,0.17830514907836914,8.503283500671387,175005,LOGGI004112,192.168.15.44,8.503283500671387,0,16,58b1f_00027
-83.16961669921875,-71.25199890136719,-86.18751292758517,0.0,-187.53411865234375,8.108881950378418,False,,,17,ed4eb5d622b34dcea1cc002872172bee,2021-06-12_16-16-08,1623525368,0.16789531707763672,8.671178817749023,175005,LOGGI004112,192.168.15.44,8.671178817749023,0,17,58b1f_00027
