true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,grad_norm,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-1451.454833984375,-37.82746124267578,-1018.2615966796875,0.0,-2036.523193359375,146.15185546875,False,,,1,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-54,1623529254,6.9197998046875,6.9197998046875,185950,LOGGI004112,192.168.15.44,6.9197998046875,0,1,58b1f_00126
-1369.4471435546875,-37.82746124267578,-1437.04248046875,0.0,-2274.604248046875,81.02742004394531,False,,,2,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-54,1623529254,0.1640615463256836,7.083861351013184,185950,LOGGI004112,192.168.15.44,7.083861351013184,0,2,58b1f_00126
-1426.37841796875,-37.82746124267578,-1378.0407409667969,0.0,-2274.604248046875,80.99238586425781,False,,,3,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-54,1623529254,0.16078996658325195,7.2446513175964355,185950,LOGGI004112,192.168.15.44,7.2446513175964355,0,3,58b1f_00126
-1533.102783203125,-37.82746124267578,-1452.5762939453125,0.0,-2274.604248046875,119.6763916015625,False,,,4,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-54,1623529254,0.16060400009155273,7.405255317687988,185950,LOGGI004112,192.168.15.44,7.405255317687988,0,4,58b1f_00126
-1588.4464111328125,-37.82746124267578,-1539.9725748697917,0.0,-2274.604248046875,156.31105041503906,False,,,5,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-54,1623529254,0.17092680931091309,7.576182126998901,185950,LOGGI004112,192.168.15.44,7.576182126998901,0,5,58b1f_00126
-1393.788818359375,-37.82746124267578,-1538.8438720703125,0.0,-2274.604248046875,68.00505828857422,False,,,6,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-55,1623529255,0.15825319290161133,7.734435319900513,185950,LOGGI004112,192.168.15.44,7.734435319900513,0,6,58b1f_00126
-1441.7108154296875,-37.82746124267578,-1558.8772888183594,0.0,-2274.604248046875,75.0893325805664,False,,,7,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-55,1623529255,0.16342544555664062,7.897860765457153,185950,LOGGI004112,192.168.15.44,7.897860765457153,0,7,58b1f_00126
-1412.9158935546875,-37.82746124267578,-1556.9627143012153,0.0,-2274.604248046875,73.41981506347656,False,,,8,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-55,1623529255,0.16194701194763184,8.059807777404785,185950,LOGGI004112,192.168.15.44,8.059807777404785,0,8,58b1f_00126
-1415.9376220703125,-37.82746124267578,-1491.3016052246094,0.0,-2274.604248046875,64.54642486572266,False,,,9,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-55,1623529255,0.16133332252502441,8.22114109992981,185950,LOGGI004112,192.168.15.44,8.22114109992981,0,9,58b1f_00126
-1297.586669921875,-37.82746124267578,-1592.07538951527,0.0,-2599.813232421875,264.55938720703125,False,,,10,cf04aab01b05440d9a994216cb565ec3,2021-06-12_17-20-55,1623529255,0.16879820823669434,8.389939308166504,185950,LOGGI004112,192.168.15.44,8.389939308166504,0,10,58b1f_00126
