true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-74.95288848876953,54.71157455444336,-64.56117664683948,0.0,-104.62889099121094,False,,,1,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-26,1623070946,6.286572694778442,6.286572694778442,17100,LOGGI004112,192.168.15.44,6.286572694778442,0,1,67d8a_00073
-74.15299987792969,54.71157455444336,-72.09620394025531,0.0,-129.22921752929688,False,,,2,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-27,1623070947,0.1801598072052002,6.466732501983643,17100,LOGGI004112,192.168.15.44,6.466732501983643,0,2,67d8a_00073
-73.5766830444336,54.71157455444336,-75.83796962614983,0.0,-129.22921752929688,False,,,3,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-27,1623070947,0.2044379711151123,6.671170473098755,17100,LOGGI004112,192.168.15.44,6.671170473098755,0,3,67d8a_00073
-72.91117858886719,54.71157455444336,-73.12486499693335,0.0,-129.22921752929688,False,,,4,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-27,1623070947,0.19035911560058594,6.861529588699341,17100,LOGGI004112,192.168.15.44,6.861529588699341,0,4,67d8a_00073
-72.36285400390625,54.71157455444336,-76.75496636184991,0.0,-130.7545928955078,False,,,5,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-27,1623070947,0.19766640663146973,7.0591959953308105,17100,LOGGI004112,192.168.15.44,7.0591959953308105,0,5,67d8a_00073
-71.8572769165039,54.71157455444336,-77.84429719018155,0.0,-130.7545928955078,False,,,6,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-27,1623070947,0.15961503982543945,7.21881103515625,17100,LOGGI004112,192.168.15.44,7.21881103515625,0,6,67d8a_00073
-71.41124725341797,54.71157455444336,-76.95921712526133,0.0,-130.7545928955078,False,,,7,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-27,1623070947,0.16143393516540527,7.380244970321655,17100,LOGGI004112,192.168.15.44,7.380244970321655,0,7,67d8a_00073
-70.9726333618164,54.71157455444336,-76.1043039486732,0.0,-130.7545928955078,False,,,8,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-28,1623070948,0.19065189361572266,7.570896863937378,17100,LOGGI004112,192.168.15.44,7.570896863937378,0,8,67d8a_00073
-70.5650863647461,54.71157455444336,-76.17580250331334,0.0,-130.7545928955078,False,,,9,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-28,1623070948,0.18822264671325684,7.759119510650635,17100,LOGGI004112,192.168.15.44,7.759119510650635,0,9,67d8a_00073
-70.17955017089844,54.71157455444336,-76.45892723083496,-28.917530059814453,-130.7545928955078,False,,,10,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-28,1623070948,0.1959071159362793,7.955026626586914,17100,LOGGI004112,192.168.15.44,7.955026626586914,0,10,67d8a_00073
-69.83041381835938,54.71157455444336,-76.26063705444336,-28.917530059814453,-130.7545928955078,False,,,11,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-28,1623070948,0.19064879417419434,8.145675420761108,17100,LOGGI004112,192.168.15.44,8.145675420761108,0,11,67d8a_00073
-69.5120620727539,54.71157455444336,-74.96005477905274,-28.917530059814453,-130.7545928955078,False,,,12,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-28,1623070948,0.20006322860717773,8.345738649368286,17100,LOGGI004112,192.168.15.44,8.345738649368286,0,12,67d8a_00073
-69.15415954589844,54.71157455444336,-73.78024662017822,-28.917530059814453,-130.7545928955078,False,,,13,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-29,1623070949,0.19144606590270996,8.537184715270996,17100,LOGGI004112,192.168.15.44,8.537184715270996,0,13,67d8a_00073
-68.85758209228516,54.71157455444336,-73.44930500030517,-28.917530059814453,-130.7545928955078,False,,,14,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-29,1623070949,0.18705534934997559,8.724240064620972,17100,LOGGI004112,192.168.15.44,8.724240064620972,0,14,67d8a_00073
-68.56439208984375,54.71157455444336,-70.08599575042724,-28.917530059814453,-117.78929138183594,False,,,15,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-29,1623070949,0.18958187103271484,8.913821935653687,17100,LOGGI004112,192.168.15.44,8.913821935653687,0,15,67d8a_00073
-68.27944946289062,54.71157455444336,-67.72767963409424,-28.917530059814453,-117.78929138183594,False,,,16,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-29,1623070949,0.20524096488952637,9.119062900543213,17100,LOGGI004112,192.168.15.44,9.119062900543213,0,16,67d8a_00073
-68.00499725341797,54.71157455444336,-67.1082426071167,-31.155838012695312,-117.78929138183594,False,,,17,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-29,1623070949,0.18934321403503418,9.308406114578247,17100,LOGGI004112,192.168.15.44,9.308406114578247,0,17,67d8a_00073
-67.71316528320312,54.71157455444336,-67.53211067199707,-31.155838012695312,-117.9577865600586,False,,,18,17c40bb45f1940acbb03b456bc23c648,2021-06-07_10-02-30,1623070950,0.18335652351379395,9.491762638092041,17100,LOGGI004112,192.168.15.44,9.491762638092041,0,18,67d8a_00073
