#Samples,Avg. cos sim with true grad,Avg. pairwise cos sim,Norm,Estimator,K,trial
352,0.8617046475410461,0.7775779962539673,0.17787908017635345,dpg,0,Generator(PCG64)
352,0.8679203987121582,0.7919260859489441,0.1802920401096344,maac,0,Generator(PCG64)
357,0.873968243598938,0.8141035437583923,0.17031832039356232,dpg,0,Generator(PCG64)
357,0.8873672485351562,0.8175703287124634,0.17168471217155457,maac,0,Generator(PCG64)
362,0.8887845277786255,0.8215346336364746,0.17163632810115814,dpg,0,Generator(PCG64)
362,0.8743525743484497,0.8130100965499878,0.17813853919506073,maac,0,Generator(PCG64)
367,0.8593414425849915,0.8001002669334412,0.17447306215763092,dpg,0,Generator(PCG64)
367,0.8919620513916016,0.8277007341384888,0.17758534848690033,maac,0,Generator(PCG64)
372,0.8866115808486938,0.8264102339744568,0.17574061453342438,dpg,0,Generator(PCG64)
372,0.8821271657943726,0.8335248231887817,0.17843206226825714,maac,0,Generator(PCG64)
377,0.8732085227966309,0.8018677830696106,0.17041347920894623,dpg,0,Generator(PCG64)
377,0.8734791874885559,0.8089762926101685,0.17368514835834503,maac,0,Generator(PCG64)
382,0.8677719235420227,0.7927440404891968,0.17330163717269897,dpg,0,Generator(PCG64)
382,0.880982518196106,0.8164560198783875,0.1739661693572998,maac,0,Generator(PCG64)
387,0.8905831575393677,0.8313761353492737,0.17467288672924042,dpg,0,Generator(PCG64)
387,0.8875775337219238,0.8374672532081604,0.17660672962665558,maac,0,Generator(PCG64)
392,0.8805923461914062,0.8253929018974304,0.17797048389911652,dpg,0,Generator(PCG64)
392,0.8697449564933777,0.8017937541007996,0.1803821623325348,maac,0,Generator(PCG64)
397,0.8705688714981079,0.812066912651062,0.1803475171327591,dpg,0,Generator(PCG64)
397,0.8766040802001953,0.8024056553840637,0.17687198519706726,maac,0,Generator(PCG64)
402,0.880521297454834,0.82619309425354,0.163679838180542,dpg,0,Generator(PCG64)
402,0.8836531639099121,0.8229542970657349,0.17346708476543427,maac,0,Generator(PCG64)
407,0.8884585499763489,0.8299604058265686,0.17836517095565796,dpg,0,Generator(PCG64)
407,0.8926467895507812,0.844660758972168,0.17630407214164734,maac,0,Generator(PCG64)
412,0.8839339017868042,0.8313493728637695,0.1774177849292755,dpg,0,Generator(PCG64)
412,0.8631218671798706,0.8234052658081055,0.16626985371112823,maac,0,Generator(PCG64)
417,0.8925728797912598,0.8365854620933533,0.17331595718860626,dpg,0,Generator(PCG64)
417,0.8705517053604126,0.8018229007720947,0.1733161062002182,maac,0,Generator(PCG64)
422,0.8952271342277527,0.839434802532196,0.17163439095020294,dpg,0,Generator(PCG64)
422,0.8882724642753601,0.8253798484802246,0.17154757678508759,maac,0,Generator(PCG64)
427,0.8981832265853882,0.8575344681739807,0.17923346161842346,dpg,0,Generator(PCG64)
427,0.8829763531684875,0.8309991359710693,0.1735483705997467,maac,0,Generator(PCG64)
432,0.8806535601615906,0.8110635280609131,0.17315220832824707,dpg,0,Generator(PCG64)
432,0.8695098757743835,0.8045058250427246,0.1780286580324173,maac,0,Generator(PCG64)
437,0.8963872194290161,0.8411386013031006,0.1650611013174057,dpg,0,Generator(PCG64)
437,0.8852259516716003,0.8349069356918335,0.16653010249137878,maac,0,Generator(PCG64)
442,0.8656867146492004,0.8072320818901062,0.17477597296237946,dpg,0,Generator(PCG64)
442,0.8999532461166382,0.8559735417366028,0.17067064344882965,maac,0,Generator(PCG64)
447,0.8987318873405457,0.8568962216377258,0.1740514039993286,dpg,0,Generator(PCG64)
447,0.896826446056366,0.8415862917900085,0.17568296194076538,maac,0,Generator(PCG64)
452,0.8891995549201965,0.8449878096580505,0.1753651350736618,dpg,0,Generator(PCG64)
452,0.869861900806427,0.8155734539031982,0.18089142441749573,maac,0,Generator(PCG64)
457,0.8859038352966309,0.8382181525230408,0.1668606698513031,dpg,0,Generator(PCG64)
457,0.8737985491752625,0.8257195353507996,0.17419551312923431,maac,0,Generator(PCG64)
462,0.8800770044326782,0.8321505188941956,0.1677612066268921,dpg,0,Generator(PCG64)
462,0.9104341268539429,0.8745896220207214,0.17739437520503998,maac,0,Generator(PCG64)
467,0.8946000337600708,0.8477411866188049,0.1689814180135727,dpg,0,Generator(PCG64)
467,0.8891347050666809,0.8335215449333191,0.1719190776348114,maac,0,Generator(PCG64)
472,0.8931137919425964,0.85025954246521,0.17188802361488342,dpg,0,Generator(PCG64)
472,0.9040333032608032,0.8655292987823486,0.18154293298721313,maac,0,Generator(PCG64)
477,0.9040353894233704,0.8577670454978943,0.17663821578025818,dpg,0,Generator(PCG64)
477,0.8938041925430298,0.8546245098114014,0.16795480251312256,maac,0,Generator(PCG64)
482,0.9050121307373047,0.8677840232849121,0.16647882759571075,dpg,0,Generator(PCG64)
482,0.9010659456253052,0.853477418422699,0.17757494747638702,maac,0,Generator(PCG64)
487,0.8899978399276733,0.8457123041152954,0.17306631803512573,dpg,0,Generator(PCG64)
487,0.879654049873352,0.8347107768058777,0.16712257266044617,maac,0,Generator(PCG64)
492,0.8989118337631226,0.8470728397369385,0.17400388419628143,dpg,0,Generator(PCG64)
492,0.8972519040107727,0.8517646193504333,0.17482133209705353,maac,0,Generator(PCG64)
497,0.9001344442367554,0.8694260716438293,0.17572475969791412,dpg,0,Generator(PCG64)
497,0.9047517776489258,0.8669297695159912,0.1748216450214386,maac,0,Generator(PCG64)
503,0.9125924110412598,0.8676295876502991,0.17402298748493195,dpg,0,Generator(PCG64)
503,0.9001030921936035,0.8530948162078857,0.16852760314941406,maac,0,Generator(PCG64)
508,0.9038950204849243,0.8607193231582642,0.17428460717201233,dpg,0,Generator(PCG64)
508,0.8926965594291687,0.8492124080657959,0.16712535917758942,maac,0,Generator(PCG64)
513,0.9012280702590942,0.8519687056541443,0.16716866195201874,dpg,0,Generator(PCG64)
513,0.9016331434249878,0.8498213887214661,0.1751537322998047,maac,0,Generator(PCG64)
518,0.8998658061027527,0.8475211262702942,0.17063221335411072,dpg,0,Generator(PCG64)
518,0.9053921699523926,0.8677574396133423,0.17449121177196503,maac,0,Generator(PCG64)
523,0.9098449945449829,0.8770968317985535,0.17596076428890228,dpg,0,Generator(PCG64)
523,0.9026576280593872,0.8623908162117004,0.1683237999677658,maac,0,Generator(PCG64)
528,0.9044103622436523,0.8598595261573792,0.17246714234352112,dpg,0,Generator(PCG64)
528,0.9116569757461548,0.8787139654159546,0.1770402044057846,maac,0,Generator(PCG64)
533,0.8907124400138855,0.8520146012306213,0.16603030264377594,dpg,0,Generator(PCG64)
533,0.9132067561149597,0.8858706951141357,0.17694786190986633,maac,0,Generator(PCG64)
538,0.899389386177063,0.8591627478599548,0.16793373227119446,dpg,0,Generator(PCG64)
538,0.8932384252548218,0.8517907857894897,0.16143612563610077,maac,0,Generator(PCG64)
543,0.9018635749816895,0.8626385927200317,0.17869117856025696,dpg,0,Generator(PCG64)
