true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,grad_norm,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-87881.7890625,-314.3431396484375,-16704.11328125,0.0,-33408.2265625,9000.001953125,False,,,1,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-50,1623527630,6.5174431800842285,6.5174431800842285,181505,LOGGI004112,192.168.15.44,6.5174431800842285,0,1,58b1f_00083
-80555.9765625,-314.3431396484375,-49691.294270833336,0.0,-115665.65625,8751.54296875,False,,,2,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-51,1623527631,0.19569039344787598,6.7131335735321045,181505,LOGGI004112,192.168.15.44,6.7131335735321045,0,2,58b1f_00083
-77301.8125,-314.3431396484375,-57327.044921875,0.0,-115665.65625,6640.21142578125,False,,,3,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-51,1623527631,0.1330420970916748,6.846175670623779,181505,LOGGI004112,192.168.15.44,6.846175670623779,0,3,58b1f_00083
-75464.5390625,-314.3431396484375,-60586.365625,0.0,-115665.65625,6336.3779296875,False,,,4,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-51,1623527631,0.13315773010253906,6.979333400726318,181505,LOGGI004112,192.168.15.44,6.979333400726318,0,4,58b1f_00083
-73351.59375,-314.3431396484375,-58596.366536458336,0.0,-115665.65625,5695.4482421875,False,,,5,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-51,1623527631,0.1430206298828125,7.122354030609131,181505,LOGGI004112,192.168.15.44,7.122354030609131,0,5,58b1f_00083
-71668.359375,-314.3431396484375,-56003.78125,0.0,-115665.65625,4895.0,False,,,6,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-51,1623527631,0.17840003967285156,7.300754070281982,181505,LOGGI004112,192.168.15.44,7.300754070281982,0,6,58b1f_00083
-70682.8984375,-314.3431396484375,-57745.9375,0.0,-115665.65625,4489.69482421875,False,,,7,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-51,1623527631,0.16678953170776367,7.467543601989746,181505,LOGGI004112,192.168.15.44,7.467543601989746,0,7,58b1f_00083
-69200.7421875,-314.3431396484375,-64490.026041666664,0.0,-118442.734375,4375.70947265625,False,,,8,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-52,1623527632,0.16720247268676758,7.634746074676514,181505,LOGGI004112,192.168.15.44,7.634746074676514,0,8,58b1f_00083
-68519.4921875,-314.3431396484375,-64081.564453125,0.0,-118442.734375,4870.1484375,False,,,9,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-52,1623527632,0.17844653129577637,7.81319260597229,181505,LOGGI004112,192.168.15.44,7.81319260597229,0,9,58b1f_00083
-67811.7890625,-314.3431396484375,-64997.643110795456,0.0,-118442.734375,3293.68017578125,False,,,10,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-52,1623527632,0.16417288780212402,7.977365493774414,181505,LOGGI004112,192.168.15.44,7.977365493774414,0,10,58b1f_00083
-67594.3828125,-314.3431396484375,-63333.897786458336,0.0,-118442.734375,3117.11669921875,False,,,11,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-52,1623527632,0.1652207374572754,8.14258623123169,181505,LOGGI004112,192.168.15.44,8.14258623123169,0,11,58b1f_00083
-67027.6171875,-314.3431396484375,-64725.94711538462,0.0,-118442.734375,4269.2578125,False,,,12,4c8c919aeee44b80a4ad2a292f9da0fd,2021-06-12_16-53-52,1623527632,0.17026400566101074,8.3128502368927,181505,LOGGI004112,192.168.15.44,8.3128502368927,0,12,58b1f_00083
