true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,grad_norm,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-2120.182373046875,-173.83181762695312,-1983.9827880859375,0.0,-3967.965576171875,346.4065246582031,False,,,1,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-15,1623531195,6.504885196685791,6.504885196685791,191690,LOGGI004112,192.168.15.44,6.504885196685791,0,1,58b1f_00175
-2014.939208984375,-173.83181762695312,-1944.040771484375,0.0,-3967.965576171875,208.02505493164062,False,,,2,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-15,1623531195,0.18671822547912598,6.691603422164917,191690,LOGGI004112,192.168.15.44,6.691603422164917,0,2,58b1f_00175
-1944.5025634765625,-173.83181762695312,-1855.1276245117188,0.0,-3967.965576171875,236.45603942871094,False,,,3,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-15,1623531195,0.1948378086090088,6.886441230773926,191690,LOGGI004112,192.168.15.44,6.886441230773926,0,3,58b1f_00175
-1920.7197265625,-173.83181762695312,-1745.8091796875,0.0,-3967.965576171875,176.86729431152344,False,,,4,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-16,1623531196,0.32350993156433105,7.209951162338257,191690,LOGGI004112,192.168.15.44,7.209951162338257,0,4,58b1f_00175
-1864.4111328125,-173.83181762695312,-1767.75244140625,0.0,-3967.965576171875,156.6757354736328,False,,,5,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-16,1623531196,0.1696782112121582,7.379629373550415,191690,LOGGI004112,192.168.15.44,7.379629373550415,0,5,58b1f_00175
-1828.0274658203125,-173.83181762695312,-1735.3916887555804,0.0,-3967.965576171875,180.5048828125,False,,,6,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-16,1623531196,0.1744828224182129,7.554112195968628,191690,LOGGI004112,192.168.15.44,7.554112195968628,0,6,58b1f_00175
-1792.283203125,-173.83181762695312,-1716.4894104003906,0.0,-3967.965576171875,213.5455780029297,False,,,7,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-16,1623531196,0.17452549934387207,7.7286376953125,191690,LOGGI004112,192.168.15.44,7.7286376953125,0,7,58b1f_00175
-1767.7640380859375,-173.83181762695312,-1649.6027289496528,0.0,-3967.965576171875,166.91893005371094,False,,,8,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-17,1623531197,0.17199373245239258,7.900631427764893,191690,LOGGI004112,192.168.15.44,7.900631427764893,0,8,58b1f_00175
-1760.2943115234375,-173.83181762695312,-1650.8300659179688,0.0,-3967.965576171875,137.44601440429688,False,,,9,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-17,1623531197,0.17061638832092285,8.071247816085815,191690,LOGGI004112,192.168.15.44,8.071247816085815,0,9,58b1f_00175
-1752.0562744140625,-173.83181762695312,-1655.2885631214488,0.0,-3967.965576171875,157.9503173828125,False,,,10,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-17,1623531197,0.17971396446228027,8.250961780548096,191690,LOGGI004112,192.168.15.44,8.250961780548096,0,10,58b1f_00175
-1711.444091796875,-173.83181762695312,-1691.9491678873699,0.0,-3967.965576171875,174.70359802246094,False,,,11,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-17,1623531197,0.1669471263885498,8.417908906936646,191690,LOGGI004112,192.168.15.44,8.417908906936646,0,11,58b1f_00175
-1703.287353515625,-173.83181762695312,-1725.478769155649,0.0,-3967.965576171875,148.7921905517578,False,,,12,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-17,1623531197,0.16506075859069824,8.582969665527344,191690,LOGGI004112,192.168.15.44,8.582969665527344,0,12,58b1f_00175
-1679.5042724609375,-173.83181762695312,-1736.7008492606026,0.0,-3967.965576171875,186.7472381591797,False,,,13,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-17,1623531197,0.187028169631958,8.769997835159302,191690,LOGGI004112,192.168.15.44,8.769997835159302,0,13,58b1f_00175
-1677.1451416015625,-173.83181762695312,-1798.631437174479,0.0,-3967.965576171875,143.27218627929688,False,,,14,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-18,1623531198,0.17288637161254883,8.94288420677185,191690,LOGGI004112,192.168.15.44,8.94288420677185,0,14,58b1f_00175
-1666.051025390625,-173.83181762695312,-1832.2173080444336,0.0,-3967.965576171875,135.06317138671875,False,,,15,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-18,1623531198,0.17409491539001465,9.116979122161865,191690,LOGGI004112,192.168.15.44,9.116979122161865,0,15,58b1f_00175
-1670.62939453125,-173.83181762695312,-1872.01413861443,0.0,-3967.965576171875,164.01034545898438,False,,,16,d1064fd53fa447c18e4e8b0c617fc9a9,2021-06-12_17-53-18,1623531198,0.18883752822875977,9.305816650390625,191690,LOGGI004112,192.168.15.44,9.305816650390625,0,16,58b1f_00175
