true_value,optimal_value,episode_reward_mean,episode_reward_max,episode_reward_min,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
-121.27285766601562,52.545509338378906,-116.69595406272195,0.0,-191.0811004638672,False,,,1,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-11,1623079571,7.243041276931763,7.243041276931763,51538,LOGGI004112,192.168.15.44,7.243041276931763,0,1,67d8a_00349
-120.04161071777344,52.545509338378906,-127.31079719180153,0.0,-228.4806671142578,False,,,2,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-11,1623079571,0.2526710033416748,7.4957122802734375,51538,LOGGI004112,192.168.15.44,7.4957122802734375,0,2,67d8a_00349
-118.93263244628906,52.545509338378906,-128.45065529115737,0.0,-277.0659484863281,False,,,3,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-11,1623079571,0.17498540878295898,7.6706976890563965,51538,LOGGI004112,192.168.15.44,7.6706976890563965,0,3,67d8a_00349
-117.8980712890625,52.545509338378906,-125.70128017518579,0.0,-277.0659484863281,False,,,4,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-11,1623079571,0.18463730812072754,7.855334997177124,51538,LOGGI004112,192.168.15.44,7.855334997177124,0,4,67d8a_00349
-116.9228744506836,52.545509338378906,-125.30110362931794,0.0,-277.0659484863281,False,,,5,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-12,1623079572,0.2956230640411377,8.150958061218262,51538,LOGGI004112,192.168.15.44,8.150958061218262,0,5,67d8a_00349
-116.20048522949219,52.545509338378906,-122.36233220334913,0.0,-277.0659484863281,False,,,6,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-12,1623079572,0.19217967987060547,8.343137741088867,51538,LOGGI004112,192.168.15.44,8.343137741088867,0,6,67d8a_00349
-115.46192169189453,52.545509338378906,-120.59477185531401,0.0,-277.0659484863281,False,,,7,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-12,1623079572,0.17655539512634277,8.51969313621521,51538,LOGGI004112,192.168.15.44,8.51969313621521,0,7,67d8a_00349
-114.68162536621094,52.545509338378906,-122.18792776413906,0.0,-277.0659484863281,False,,,8,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-12,1623079572,0.18133020401000977,8.70102334022522,51538,LOGGI004112,192.168.15.44,8.70102334022522,0,8,67d8a_00349
-113.86337280273438,52.545509338378906,-121.39252090454102,0.0,-277.0659484863281,False,,,9,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-12,1623079572,0.24739766120910645,8.948421001434326,51538,LOGGI004112,192.168.15.44,8.948421001434326,0,9,67d8a_00349
-113.07784271240234,52.545509338378906,-121.41443195343018,-54.39817810058594,-277.0659484863281,False,,,10,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-13,1623079573,0.1874678134918213,9.135888814926147,51538,LOGGI004112,192.168.15.44,9.135888814926147,0,10,67d8a_00349
-112.31172180175781,52.545509338378906,-120.01557582855224,-54.39817810058594,-277.0659484863281,False,,,11,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-13,1623079573,0.16801786422729492,9.303906679153442,51538,LOGGI004112,192.168.15.44,9.303906679153442,0,11,67d8a_00349
-111.71389770507812,52.545509338378906,-116.61112041473389,-54.39817810058594,-277.0659484863281,False,,,12,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-13,1623079573,0.17777323722839355,9.481679916381836,51538,LOGGI004112,192.168.15.44,9.481679916381836,0,12,67d8a_00349
-111.09381103515625,52.545509338378906,-114.7611569595337,-54.39817810058594,-229.0668182373047,False,,,13,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-13,1623079573,0.130263090133667,9.611943006515503,51538,LOGGI004112,192.168.15.44,9.611943006515503,0,13,67d8a_00349
-110.33557891845703,52.545509338378906,-114.6385926437378,-54.39817810058594,-229.0668182373047,False,,,14,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-13,1623079573,0.13038992881774902,9.742332935333252,51538,LOGGI004112,192.168.15.44,9.742332935333252,0,14,67d8a_00349
-109.63480377197266,52.545509338378906,-113.966813621521,-54.39817810058594,-217.93814086914062,False,,,15,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-13,1623079573,0.13704872131347656,9.879381656646729,51538,LOGGI004112,192.168.15.44,9.879381656646729,0,15,67d8a_00349
-109.11491394042969,52.545509338378906,-115.10975063323974,-58.37089920043945,-237.3150177001953,False,,,16,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.12897801399230957,10.008359670639038,51538,LOGGI004112,192.168.15.44,10.008359670639038,0,16,67d8a_00349
-108.69518280029297,52.545509338378906,-114.06790596008301,-60.58399200439453,-237.3150177001953,False,,,17,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.1278212070465088,10.136180877685547,51538,LOGGI004112,192.168.15.44,10.136180877685547,0,17,67d8a_00349
-108.08045959472656,52.545509338378906,-113.28939041137696,-60.58399200439453,-237.3150177001953,False,,,18,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.16127729415893555,10.297458171844482,51538,LOGGI004112,192.168.15.44,10.297458171844482,0,18,67d8a_00349
-107.52375793457031,52.545509338378906,-112.35568702697753,-60.58399200439453,-237.3150177001953,False,,,19,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.10933899879455566,10.406797170639038,51538,LOGGI004112,192.168.15.44,10.406797170639038,0,19,67d8a_00349
-107.02721405029297,52.545509338378906,-112.74884246826171,-60.58399200439453,-237.3150177001953,False,,,20,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.12150931358337402,10.528306484222412,51538,LOGGI004112,192.168.15.44,10.528306484222412,0,20,67d8a_00349
-106.5933609008789,52.545509338378906,-111.4285375213623,-60.58399200439453,-237.3150177001953,False,,,21,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.13558101654052734,10.66388750076294,51538,LOGGI004112,192.168.15.44,10.66388750076294,0,21,67d8a_00349
-106.18623352050781,52.545509338378906,-111.69631034851074,-60.58399200439453,-237.3150177001953,False,,,22,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-14,1623079574,0.1807866096496582,10.844674110412598,51538,LOGGI004112,192.168.15.44,10.844674110412598,0,22,67d8a_00349
-105.84170532226562,52.545509338378906,-110.92829368591309,-61.71049499511719,-237.3150177001953,False,,,23,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-15,1623079575,0.19310331344604492,11.037777423858643,51538,LOGGI004112,192.168.15.44,11.037777423858643,0,23,67d8a_00349
-105.36988067626953,52.545509338378906,-110.29422172546387,-61.71049499511719,-237.3150177001953,False,,,24,1ab8e4e65e3943739d2949b7aed821da,2021-06-07_12-26-15,1623079575,0.16694903373718262,11.204726457595825,51538,LOGGI004112,192.168.15.44,11.204726457595825,0,24,67d8a_00349
